Country,City,LaundryID,TenantID,Service,Item,StartDate,EndDate,DeliveryDate,Fee,Water_Litres,Electricity_kWh,IsHoliday,DayOfWeek,IsWeekend
UK,London,L8,T97,Wash,Uniform,2025-01-08,2025-01-10,2025-01-11,33.54,192.0,3.77,0,2,0
USA,Chicago,L2,T60,Wash,Curtain,2025-01-08,2025-01-11,2025-01-13,72.13,263.0,4.66,0,2,0
UK,Manchester,L10,T29,Wash,Towel,2025-01-08,2025-01-10,2025-01-11,50.95,255.0,2.49,0,2,0
Pakistan,Islamabad,L8,T97,Dry-clean,Towel,2025-01-08,2025-01-09,2025-01-10,57.3,235.0,3.82,0,2,0
USA,Chicago,L2,T8,Press,Tablecloth,2025-01-08,2025-01-09,2025-01-10,24.81,,4.42,0,2,0
UK,London,L4,T92,Dry-clean,Bedsheet,2025-01-08,2025-01-11,2025-01-13,82.78,216.0,1.53,0,2,0
UK,Manchester,L10,T8,Dry-clean,Uniform,2025-01-08,2025-01-11,2025-01-12,45.64,100.0,3.98,0,2,0
Pakistan,Lahore,L1,T55,Wash,Bedsheet,2025-01-08,2025-01-11,2025-01-12,94.11,117.0,4.94,0,2,0
UK,London,L5,T53,Wash,Towel,2025-01-08,2025-01-11,2025-01-13,43.7,197.0,2.79,0,2,0
UK,Manchester,L2,T88,Rent-Laundry,Tablecloth,2025-01-08,2025-01-09,2025-01-11,20.68,,,0,2,0
Pakistan,Karachi,L9,T17,Press,Towel,2025-01-08,2025-01-09,2025-01-10,98.06,,2.85,0,2,0
Pakistan,Islamabad,L7,T69,Wash,Towel,2025-01-08,2025-01-09,2025-01-11,41.15,170.0,1.75,0,2,0
Pakistan,Lahore,L1,T85,Dry-clean,Bedsheet,2025-01-08,2025-01-09,2025-01-10,16.06,252.0,1.13,0,2,0
Pakistan,Islamabad,L1,T32,Press,Curtain,2025-01-09,2025-01-11,2025-01-12,58.58,,4.02,0,3,0
USA,New York,L9,T38,Wash,Tablecloth,2025-01-09,2025-01-11,2025-01-13,31.32,136.0,4.94,0,3,0
Pakistan,Lahore,L7,T39,Wash,Tablecloth,2025-01-09,2025-01-12,2025-01-13,66.34,209.0,3.22,0,3,0
USA,Los Angeles,L7,T68,Wash,Curtain,2025-01-09,2025-01-11,2025-01-12,36.99,147.0,4.02,0,3,0
UK,London,L4,T39,Press,Towel,2025-01-09,2025-01-11,2025-01-12,60.61,,4.87,0,3,0
Pakistan,Islamabad,L3,T50,Wash,Towel,2025-01-09,2025-01-11,2025-01-12,93.0,194.0,1.37,0,3,0
Pakistan,Lahore,L1,T35,Wash,Tablecloth,2025-01-09,2025-01-12,2025-01-13,88.63,148.0,4.22,0,3,0
Pakistan,Islamabad,L9,T28,Dry-clean,Uniform,2025-01-09,2025-01-11,2025-01-12,29.06,148.0,4.85,0,3,0
USA,Chicago,L8,T32,Press,Towel,2025-01-09,2025-01-11,2025-01-12,59.69,,4.1,0,3,0
UK,Manchester,L9,T84,Wash,Uniform,2025-01-09,2025-01-11,2025-01-13,51.94,284.0,2.88,0,3,0
UK,London,L6,T41,Dry-clean,Tablecloth,2025-01-09,2025-01-10,2025-01-11,11.46,241.0,4.74,0,3,0
Pakistan,Islamabad,L7,T38,Wash,Uniform,2025-01-09,2025-01-10,2025-01-12,61.28,162.0,3.0,0,3,0
Pakistan,Islamabad,L6,T33,Press,Curtain,2025-01-09,2025-01-12,2025-01-14,51.47,,3.93,0,3,0
UK,London,L3,T93,Dry-clean,Towel,2025-01-09,2025-01-12,2025-01-13,57.15,119.0,4.78,0,3,0
Pakistan,Lahore,L1,T53,Wash,Towel,2025-01-09,2025-01-10,2025-01-11,10.82,229.0,2.82,0,3,0
USA,Chicago,L10,T62,Press,Bedsheet,2025-01-09,2025-01-10,2025-01-12,11.07,,3.12,0,3,0
UK,Birmingham,L5,T3,Dry-clean,Curtain,2025-01-09,2025-01-10,2025-01-11,92.62,234.0,1.6,0,3,0
USA,Chicago,L9,T33,Press,Uniform,2025-01-09,2025-01-11,2025-01-12,43.57,,2.62,0,3,0
Pakistan,Lahore,L4,T39,Press,Bedsheet,2025-01-09,2025-01-12,2025-01-13,18.42,,2.52,0,3,0
Pakistan,Karachi,L1,T82,Wash,Towel,2025-01-09,2025-01-10,2025-01-12,86.08,265.0,4.14,0,3,0
Pakistan,Lahore,L9,T6,Wash,Tablecloth,2025-01-09,2025-01-11,2025-01-13,14.19,119.0,3.74,0,3,0
UK,Birmingham,L10,T85,Wash,Uniform,2025-01-09,2025-01-10,2025-01-11,62.83,292.0,4.28,0,3,0
UK,London,L5,T21,Dry-clean,Tablecloth,2025-01-09,2025-01-11,2025-01-13,44.55,289.0,1.56,0,3,0
Pakistan,Islamabad,L2,T65,Press,Uniform,2025-01-10,2025-01-11,2025-01-12,49.34,,4.35,0,4,0
UK,Birmingham,L10,T77,Wash,Uniform,2025-01-10,2025-01-11,2025-01-13,80.52,215.0,2.96,0,4,0
UK,Birmingham,L7,T56,Wash,Tablecloth,2025-01-10,2025-01-13,2025-01-15,17.71,258.0,2.18,0,4,0
USA,Chicago,L2,T11,Wash,Curtain,2025-01-10,2025-01-13,2025-01-14,76.57,181.0,2.44,0,4,0
USA,New York,L5,T57,Wash,Uniform,2025-01-10,2025-01-11,2025-01-12,17.86,210.0,2.8,0,4,0
Pakistan,Islamabad,L7,T14,Wash,Uniform,2025-01-10,2025-01-13,2025-01-14,63.72,300.0,2.3,0,4,0
UK,London,L5,T53,Wash,Bedsheet,2025-01-10,2025-01-13,2025-01-14,61.48,143.0,3.74,0,4,0
USA,New York,L5,T39,Wash,Towel,2025-01-10,2025-01-11,2025-01-12,49.12,207.0,2.2,0,4,0
USA,Los Angeles,L5,T32,Press,Curtain,2025-01-10,2025-01-13,2025-01-14,51.21,,1.54,0,4,0
USA,Los Angeles,L6,T80,Wash,Uniform,2025-01-10,2025-01-12,2025-01-14,48.76,266.0,4.9,0,4,0
USA,Los Angeles,L6,T78,Rent-Laundry,Towel,2025-01-10,2025-01-12,2025-01-14,25.99,,,0,4,0
UK,Manchester,L5,T95,Press,Curtain,2025-01-10,2025-01-13,2025-01-14,39.33,,2.12,0,4,0
UK,Manchester,L2,T73,Wash,Tablecloth,2025-01-10,2025-01-11,2025-01-12,95.77,218.0,4.77,0,4,0
USA,Los Angeles,L5,T89,Wash,Curtain,2025-01-10,2025-01-13,2025-01-15,22.53,177.0,1.97,0,4,0
Pakistan,Lahore,L7,T49,Wash,Tablecloth,2025-01-10,2025-01-12,2025-01-14,58.09,277.0,2.67,0,4,0
USA,Los Angeles,L9,T77,Press,Bedsheet,2025-01-10,2025-01-11,2025-01-12,69.18,,2.42,0,4,0
Pakistan,Islamabad,L1,T73,Rent-Laundry,Curtain,2025-01-10,2025-01-12,2025-01-14,19.54,,,0,4,0
USA,Los Angeles,L4,T66,Press,Tablecloth,2025-01-10,2025-01-13,2025-01-14,50.12,,2.56,0,4,0
Pakistan,Islamabad,L9,T20,Wash,Bedsheet,2025-01-10,2025-01-12,2025-01-13,36.59,121.0,1.46,0,4,0
Pakistan,Lahore,L6,T40,Wash,Towel,2025-01-10,2025-01-13,2025-01-15,41.35,124.0,2.75,0,4,0
Pakistan,Karachi,L6,T9,Wash,Bedsheet,2025-01-10,2025-01-11,2025-01-13,68.32,273.0,4.2,0,4,0
Pakistan,Lahore,L9,T23,Dry-clean,Uniform,2025-01-10,2025-01-13,2025-01-15,96.26,159.0,4.19,0,4,0
Pakistan,Lahore,L3,T82,Press,Curtain,2025-01-10,2025-01-11,2025-01-12,50.46,,2.72,0,4,0
USA,Chicago,L4,T27,Wash,Bedsheet,2025-01-10,2025-01-13,2025-01-14,81.96,237.0,1.75,0,4,0
UK,London,L8,T15,Wash,Curtain,2025-01-10,2025-01-13,2025-01-15,63.73,256.0,2.57,0,4,0
USA,Los Angeles,L6,T59,Press,Uniform,2025-01-10,2025-01-13,2025-01-14,70.49,,2.25,0,4,0
USA,Los Angeles,L2,T24,Wash,Towel,2025-01-10,2025-01-13,2025-01-15,47.64,135.0,3.3,0,4,0
UK,London,L8,T82,Dry-clean,Towel,2025-01-10,2025-01-13,2025-01-14,54.07,135.0,1.75,0,4,0
UK,Birmingham,L1,T46,Rent-Laundry,Curtain,2025-01-10,2025-01-11,2025-01-12,83.37,,,0,4,0
Pakistan,Islamabad,L8,T53,Press,Curtain,2025-01-10,2025-01-13,2025-01-15,53.98,,1.33,0,4,0
USA,New York,L5,T5,Wash,Tablecloth,2025-01-10,2025-01-12,2025-01-13,80.27,244.0,3.97,0,4,0
UK,Birmingham,L9,T15,Dry-clean,Uniform,2025-01-10,2025-01-13,2025-01-15,58.78,293.0,1.17,0,4,0
Pakistan,Karachi,L9,T28,Rent-Laundry,Bedsheet,2025-01-10,2025-01-13,2025-01-14,36.79,,,0,4,0
USA,Los Angeles,L5,T45,Press,Bedsheet,2025-01-10,2025-01-12,2025-01-13,79.81,,1.95,0,4,0
Pakistan,Islamabad,L6,T91,Press,Curtain,2025-01-10,2025-01-11,2025-01-12,80.64,,4.25,0,4,0
USA,Chicago,L6,T69,Wash,Tablecloth,2025-01-10,2025-01-11,2025-01-13,98.11,174.0,2.16,0,4,0
UK,Birmingham,L2,T18,Rent-Laundry,Curtain,2025-01-11,2025-01-12,2025-01-14,88.03,,,0,5,1
USA,Chicago,L3,T32,Wash,Uniform,2025-01-11,2025-01-12,2025-01-14,54.05,247.0,3.53,0,5,1
Pakistan,Karachi,L7,T58,Wash,Bedsheet,2025-01-11,2025-01-13,2025-01-15,72.52,194.0,2.82,0,5,1
UK,Manchester,L10,T1,Press,Bedsheet,2025-01-11,2025-01-14,2025-01-16,67.14,,3.79,0,5,1
USA,Chicago,L7,T28,Rent-Laundry,Towel,2025-01-11,2025-01-13,2025-01-15,39.06,,,0,5,1
UK,Manchester,L9,T74,Wash,Curtain,2025-01-11,2025-01-13,2025-01-14,14.13,260.0,4.14,0,5,1
UK,London,L2,T21,Dry-clean,Bedsheet,2025-01-11,2025-01-13,2025-01-14,99.61,133.0,4.53,0,5,1
UK,London,L5,T12,Press,Uniform,2025-01-11,2025-01-12,2025-01-14,69.81,,3.6,0,5,1
USA,Los Angeles,L5,T93,Press,Towel,2025-01-11,2025-01-13,2025-01-14,73.33,,1.0,0,5,1
UK,London,L3,T76,Wash,Curtain,2025-01-11,2025-01-12,2025-01-13,72.6,130.0,4.95,0,5,1
UK,Birmingham,L3,T62,Wash,Curtain,2025-01-11,2025-01-12,2025-01-13,19.29,194.0,4.52,0,5,1
USA,Los Angeles,L3,T83,Rent-Laundry,Towel,2025-01-11,2025-01-12,2025-01-13,64.93,,,0,5,1
USA,Los Angeles,L6,T93,Wash,Towel,2025-01-11,2025-01-13,2025-01-15,87.4,122.0,4.59,0,5,1
USA,New York,L10,T94,Wash,Curtain,2025-01-11,2025-01-13,2025-01-14,32.3,265.0,1.34,0,5,1
Pakistan,Islamabad,L10,T93,Press,Bedsheet,2025-01-11,2025-01-14,2025-01-16,28.49,,3.43,0,5,1
USA,Chicago,L7,T38,Press,Towel,2025-01-11,2025-01-13,2025-01-15,20.15,,3.0,0,5,1
Pakistan,Lahore,L9,T2,Rent-Laundry,Uniform,2025-01-11,2025-01-12,2025-01-14,87.47,,,0,5,1
Pakistan,Karachi,L6,T70,Press,Curtain,2025-01-11,2025-01-12,2025-01-13,62.86,,1.06,0,5,1
USA,New York,L1,T51,Dry-clean,Tablecloth,2025-01-11,2025-01-13,2025-01-15,73.16,121.0,3.56,0,5,1
Pakistan,Islamabad,L3,T36,Wash,Bedsheet,2025-01-11,2025-01-14,2025-01-15,97.69,139.0,3.15,0,5,1
UK,Birmingham,L2,T40,Press,Towel,2025-01-11,2025-01-12,2025-01-13,17.76,,2.74,0,5,1
UK,Birmingham,L10,T8,Wash,Towel,2025-01-11,2025-01-12,2025-01-13,73.71,279.0,1.05,0,5,1
UK,Manchester,L9,T67,Press,Uniform,2025-01-11,2025-01-12,2025-01-14,21.42,,4.12,0,5,1
UK,Birmingham,L2,T99,Press,Uniform,2025-01-11,2025-01-13,2025-01-15,57.15,,2.05,0,5,1
Pakistan,Islamabad,L2,T64,Dry-clean,Uniform,2025-01-11,2025-01-12,2025-01-14,87.34,142.0,2.47,0,5,1
UK,London,L10,T87,Press,Towel,2025-01-11,2025-01-14,2025-01-15,13.96,,4.45,0,5,1
USA,New York,L8,T47,Wash,Towel,2025-01-11,2025-01-12,2025-01-13,59.76,282.0,3.96,0,5,1
UK,London,L6,T32,Dry-clean,Uniform,2025-01-11,2025-01-13,2025-01-14,61.44,130.0,3.01,0,5,1
USA,New York,L4,T67,Rent-Laundry,Curtain,2025-01-11,2025-01-12,2025-01-14,87.94,,,0,5,1
UK,Manchester,L2,T71,Dry-clean,Uniform,2025-01-11,2025-01-12,2025-01-14,60.74,177.0,3.96,0,5,1
USA,Los Angeles,L6,T76,Rent-Laundry,Towel,2025-01-11,2025-01-14,2025-01-15,23.55,,,0,5,1
UK,London,L4,T70,Wash,Bedsheet,2025-01-11,2025-01-13,2025-01-14,78.3,196.0,4.4,0,5,1
Pakistan,Karachi,L2,T27,Dry-clean,Towel,2025-01-12,2025-01-14,2025-01-16,96.51,136.0,3.85,0,6,1
USA,New York,L4,T67,Dry-clean,Uniform,2025-01-12,2025-01-14,2025-01-15,62.27,229.0,1.53,0,6,1
UK,London,L10,T73,Wash,Towel,2025-01-12,2025-01-13,2025-01-15,33.49,180.0,4.7,0,6,1
UK,Birmingham,L6,T41,Dry-clean,Towel,2025-01-12,2025-01-13,2025-01-14,22.25,297.0,3.34,0,6,1
USA,New York,L3,T58,Dry-clean,Curtain,2025-01-12,2025-01-13,2025-01-15,96.82,153.0,2.81,0,6,1
UK,Manchester,L2,T12,Wash,Uniform,2025-01-12,2025-01-15,2025-01-16,29.35,183.0,1.59,0,6,1
Pakistan,Lahore,L6,T51,Dry-clean,Uniform,2025-01-12,2025-01-14,2025-01-15,12.8,203.0,4.42,0,6,1
Pakistan,Islamabad,L9,T32,Wash,Bedsheet,2025-01-12,2025-01-13,2025-01-14,11.08,299.0,4.93,0,6,1
USA,New York,L7,T48,Press,Bedsheet,2025-01-12,2025-01-15,2025-01-17,92.57,,1.3,0,6,1
USA,New York,L8,T17,Wash,Uniform,2025-01-12,2025-01-13,2025-01-14,94.81,112.0,1.67,0,6,1
Pakistan,Karachi,L7,T64,Wash,Curtain,2025-01-12,2025-01-13,2025-01-15,29.32,147.0,2.1,0,6,1
UK,London,L1,T79,Press,Towel,2025-01-12,2025-01-15,2025-01-17,54.9,,4.53,0,6,1
UK,London,L2,T36,Wash,Curtain,2025-01-12,2025-01-13,2025-01-14,66.77,239.0,4.18,0,6,1
UK,Birmingham,L6,T62,Dry-clean,Curtain,2025-01-12,2025-01-14,2025-01-16,44.95,146.0,1.1,0,6,1
Pakistan,Lahore,L1,T100,Wash,Curtain,2025-01-12,2025-01-15,2025-01-17,79.02,159.0,4.9,0,6,1
USA,New York,L4,T35,Dry-clean,Bedsheet,2025-01-12,2025-01-13,2025-01-15,41.93,144.0,1.7,0,6,1
Pakistan,Karachi,L6,T76,Wash,Uniform,2025-01-12,2025-01-15,2025-01-16,60.68,148.0,4.35,0,6,1
UK,Birmingham,L5,T23,Dry-clean,Bedsheet,2025-01-12,2025-01-13,2025-01-14,64.15,105.0,3.11,0,6,1
USA,Los Angeles,L10,T26,Press,Uniform,2025-01-12,2025-01-15,2025-01-16,92.69,,4.38,0,6,1
UK,London,L1,T19,Dry-clean,Towel,2025-01-12,2025-01-13,2025-01-15,96.45,195.0,3.82,0,6,1
Pakistan,Karachi,L10,T13,Wash,Uniform,2025-01-12,2025-01-13,2025-01-14,75.91,211.0,4.17,0,6,1
UK,Birmingham,L6,T23,Press,Tablecloth,2025-01-13,2025-01-16,2025-01-18,30.09,,3.36,0,0,0
USA,Los Angeles,L5,T94,Press,Towel,2025-01-13,2025-01-14,2025-01-15,95.39,,4.79,0,0,0
UK,Birmingham,L1,T24,Press,Tablecloth,2025-01-13,2025-01-14,2025-01-15,94.3,,1.56,0,0,0
Pakistan,Lahore,L4,T45,Rent-Laundry,Towel,2025-01-13,2025-01-16,2025-01-17,83.95,,,0,0,0
Pakistan,Islamabad,L6,T58,Wash,Towel,2025-01-13,2025-01-14,2025-01-15,41.54,127.0,3.88,0,0,0
USA,Los Angeles,L8,T94,Dry-clean,Towel,2025-01-13,2025-01-15,2025-01-17,89.36,189.0,3.18,0,0,0
USA,Los Angeles,L10,T84,Press,Towel,2025-01-13,2025-01-14,2025-01-16,16.63,,4.38,0,0,0
UK,London,L6,T34,Rent-Laundry,Bedsheet,2025-01-13,2025-01-15,2025-01-16,89.91,,,0,0,0
USA,Chicago,L2,T71,Rent-Laundry,Bedsheet,2025-01-13,2025-01-15,2025-01-17,73.41,,,0,0,0
UK,Birmingham,L3,T78,Press,Towel,2025-01-13,2025-01-14,2025-01-15,39.8,,4.9,0,0,0
UK,Birmingham,L9,T93,Rent-Laundry,Tablecloth,2025-01-13,2025-01-15,2025-01-17,36.77,,,0,0,0
USA,New York,L7,T74,Dry-clean,Curtain,2025-01-13,2025-01-14,2025-01-15,42.47,209.0,1.35,0,0,0
Pakistan,Islamabad,L10,T62,Wash,Bedsheet,2025-01-13,2025-01-14,2025-01-15,67.44,120.0,2.89,0,0,0
USA,Los Angeles,L7,T61,Dry-clean,Uniform,2025-01-13,2025-01-14,2025-01-16,26.64,197.0,2.48,0,0,0
UK,London,L5,T57,Dry-clean,Towel,2025-01-13,2025-01-15,2025-01-16,23.6,278.0,3.67,0,0,0
USA,Chicago,L6,T70,Dry-clean,Tablecloth,2025-01-13,2025-01-14,2025-01-15,85.67,233.0,2.67,0,0,0
Pakistan,Islamabad,L8,T74,Press,Curtain,2025-01-13,2025-01-15,2025-01-16,45.53,,4.42,0,0,0
USA,Chicago,L10,T67,Press,Tablecloth,2025-01-13,2025-01-14,2025-01-15,95.43,,2.8,0,0,0
USA,New York,L4,T17,Wash,Bedsheet,2025-01-13,2025-01-16,2025-01-18,28.17,260.0,1.59,0,0,0
Pakistan,Karachi,L6,T94,Rent-Laundry,Bedsheet,2025-01-13,2025-01-14,2025-01-16,60.07,,,0,0,0
Pakistan,Karachi,L5,T67,Dry-clean,Bedsheet,2025-01-13,2025-01-16,2025-01-18,20.13,138.0,1.59,0,0,0
Pakistan,Islamabad,L2,T14,Dry-clean,Bedsheet,2025-01-13,2025-01-15,2025-01-17,89.01,167.0,2.53,0,0,0
UK,Birmingham,L10,T61,Wash,Uniform,2025-01-14,2025-01-16,2025-01-17,65.64,274.0,3.77,0,1,0
USA,Los Angeles,L6,T89,Wash,Curtain,2025-01-14,2025-01-16,2025-01-18,11.82,177.0,2.24,0,1,0
UK,Birmingham,L2,T30,Wash,Curtain,2025-01-14,2025-01-16,2025-01-18,75.59,254.0,3.58,0,1,0
USA,Los Angeles,L4,T53,Press,Tablecloth,2025-01-14,2025-01-16,2025-01-17,56.37,,1.64,0,1,0
UK,Birmingham,L9,T52,Wash,Tablecloth,2025-01-14,2025-01-17,2025-01-18,25.64,151.0,4.35,0,1,0
USA,New York,L8,T7,Rent-Laundry,Towel,2025-01-14,2025-01-16,2025-01-18,84.12,,,0,1,0
Pakistan,Karachi,L2,T88,Wash,Uniform,2025-01-14,2025-01-16,2025-01-18,25.98,221.0,3.35,0,1,0
UK,Manchester,L3,T34,Press,Bedsheet,2025-01-14,2025-01-16,2025-01-17,44.79,,1.65,0,1,0
Pakistan,Lahore,L4,T83,Wash,Towel,2025-01-14,2025-01-16,2025-01-18,56.2,299.0,4.87,0,1,0
Pakistan,Lahore,L8,T17,Press,Tablecloth,2025-01-14,2025-01-15,2025-01-16,32.72,,4.22,0,1,0
UK,Birmingham,L5,T55,Press,Uniform,2025-01-14,2025-01-16,2025-01-18,29.64,,2.21,0,1,0
Pakistan,Islamabad,L7,T75,Wash,Tablecloth,2025-01-14,2025-01-17,2025-01-19,60.53,252.0,3.44,0,1,0
UK,Birmingham,L2,T62,Wash,Uniform,2025-01-14,2025-01-17,2025-01-19,87.53,166.0,3.62,0,1,0
Pakistan,Karachi,L4,T20,Dry-clean,Towel,2025-01-14,2025-01-15,2025-01-17,69.45,274.0,1.56,0,1,0
USA,Chicago,L8,T38,Wash,Curtain,2025-01-14,2025-01-16,2025-01-18,76.31,249.0,3.83,0,1,0
Pakistan,Lahore,L6,T93,Press,Tablecloth,2025-01-15,2025-01-18,2025-01-20,91.59,,3.69,0,2,0
Pakistan,Karachi,L3,T85,Press,Towel,2025-01-15,2025-01-17,2025-01-18,52.37,,3.96,0,2,0
Pakistan,Islamabad,L3,T88,Press,Bedsheet,2025-01-15,2025-01-16,2025-01-18,30.1,,4.49,0,2,0
UK,Manchester,L6,T34,Dry-clean,Curtain,2025-01-15,2025-01-16,2025-01-18,14.83,262.0,3.33,0,2,0
Pakistan,Lahore,L8,T25,Dry-clean,Curtain,2025-01-15,2025-01-18,2025-01-20,47.18,138.0,1.55,0,2,0
USA,Los Angeles,L7,T73,Press,Curtain,2025-01-15,2025-01-16,2025-01-18,87.62,,1.72,0,2,0
USA,Los Angeles,L6,T81,Rent-Laundry,Uniform,2025-01-15,2025-01-18,2025-01-19,10.42,,,0,2,0
UK,London,L3,T74,Press,Curtain,2025-01-15,2025-01-16,2025-01-17,65.3,,3.53,0,2,0
UK,Manchester,L8,T50,Wash,Tablecloth,2025-01-15,2025-01-16,2025-01-18,95.51,182.0,4.03,0,2,0
Pakistan,Lahore,L1,T87,Wash,Towel,2025-01-15,2025-01-16,2025-01-18,38.09,126.0,2.53,0,2,0
Pakistan,Karachi,L3,T9,Press,Uniform,2025-01-15,2025-01-17,2025-01-19,75.5,,3.39,0,2,0
UK,Manchester,L3,T44,Rent-Laundry,Curtain,2025-01-15,2025-01-17,2025-01-18,24.84,,,0,2,0
UK,London,L4,T29,Press,Towel,2025-01-15,2025-01-16,2025-01-17,63.07,,1.68,0,2,0
UK,Birmingham,L1,T49,Press,Uniform,2025-01-15,2025-01-18,2025-01-19,63.45,,1.19,0,2,0
USA,Chicago,L1,T7,Press,Curtain,2025-01-15,2025-01-17,2025-01-19,21.12,,2.01,0,2,0
Pakistan,Lahore,L4,T89,Press,Bedsheet,2025-01-16,2025-01-18,2025-01-20,69.55,,3.65,0,3,0
UK,Birmingham,L10,T90,Wash,Bedsheet,2025-01-16,2025-01-19,2025-01-20,35.44,300.0,1.43,0,3,0
USA,Chicago,L4,T100,Wash,Tablecloth,2025-01-16,2025-01-17,2025-01-19,73.31,175.0,1.64,0,3,0
Pakistan,Karachi,L4,T89,Rent-Laundry,Uniform,2025-01-16,2025-01-17,2025-01-18,11.15,,,0,3,0
USA,New York,L10,T86,Dry-clean,Bedsheet,2025-01-16,2025-01-19,2025-01-20,75.12,125.0,4.62,0,3,0
Pakistan,Lahore,L8,T38,Wash,Bedsheet,2025-01-16,2025-01-17,2025-01-18,88.67,174.0,2.44,0,3,0
Pakistan,Karachi,L7,T95,Wash,Bedsheet,2025-01-16,2025-01-17,2025-01-18,69.7,143.0,2.31,0,3,0
UK,Birmingham,L5,T94,Wash,Uniform,2025-01-16,2025-01-17,2025-01-18,46.07,216.0,2.09,0,3,0
UK,Birmingham,L8,T54,Press,Towel,2025-01-16,2025-01-17,2025-01-18,72.66,,1.23,0,3,0
USA,New York,L7,T76,Dry-clean,Tablecloth,2025-01-16,2025-01-19,2025-01-21,26.31,197.0,4.12,0,3,0
Pakistan,Lahore,L3,T62,Rent-Laundry,Bedsheet,2025-01-16,2025-01-18,2025-01-20,14.14,,,0,3,0
UK,Birmingham,L6,T2,Press,Tablecloth,2025-01-16,2025-01-19,2025-01-20,98.01,,3.68,0,3,0
UK,Birmingham,L9,T89,Press,Bedsheet,2025-01-16,2025-01-18,2025-01-19,53.37,,3.65,0,3,0
Pakistan,Karachi,L3,T72,Press,Tablecloth,2025-01-16,2025-01-17,2025-01-18,67.91,,1.63,0,3,0
UK,Manchester,L3,T10,Press,Uniform,2025-01-16,2025-01-17,2025-01-19,97.31,,1.2,0,3,0
USA,Chicago,L7,T52,Press,Bedsheet,2025-01-16,2025-01-18,2025-01-20,82.11,,2.79,0,3,0
UK,Manchester,L6,T16,Rent-Laundry,Bedsheet,2025-01-16,2025-01-17,2025-01-19,47.11,,,0,3,0
Pakistan,Islamabad,L1,T12,Press,Tablecloth,2025-01-17,2025-01-20,2025-01-22,90.11,,3.25,0,4,0
Pakistan,Islamabad,L8,T44,Wash,Bedsheet,2025-01-17,2025-01-18,2025-01-20,39.88,296.0,3.48,0,4,0
UK,Birmingham,L6,T92,Dry-clean,Bedsheet,2025-01-17,2025-01-20,2025-01-21,10.2,190.0,4.32,0,4,0
UK,Birmingham,L9,T48,Press,Bedsheet,2025-01-17,2025-01-18,2025-01-20,22.64,,3.87,0,4,0
Pakistan,Karachi,L2,T33,Press,Towel,2025-01-17,2025-01-18,2025-01-20,29.4,,4.3,0,4,0
USA,Chicago,L6,T14,Press,Bedsheet,2025-01-17,2025-01-20,2025-01-21,79.49,,2.8,0,4,0
Pakistan,Islamabad,L9,T18,Rent-Laundry,Bedsheet,2025-01-17,2025-01-20,2025-01-21,59.79,,,0,4,0
UK,Birmingham,L8,T66,Press,Towel,2025-01-17,2025-01-20,2025-01-21,75.74,,1.51,0,4,0
UK,Birmingham,L10,T78,Press,Tablecloth,2025-01-17,2025-01-19,2025-01-21,98.16,,4.66,0,4,0
USA,Los Angeles,L7,T44,Rent-Laundry,Curtain,2025-01-17,2025-01-18,2025-01-19,47.15,,,0,4,0
Pakistan,Islamabad,L9,T39,Press,Tablecloth,2025-01-17,2025-01-19,2025-01-20,28.08,,3.5,0,4,0
UK,Birmingham,L6,T87,Wash,Towel,2025-01-17,2025-01-20,2025-01-22,73.93,294.0,2.41,0,4,0
UK,Birmingham,L10,T86,Press,Tablecloth,2025-01-17,2025-01-19,2025-01-21,82.75,,3.09,0,4,0
USA,Los Angeles,L3,T7,Press,Towel,2025-01-17,2025-01-19,2025-01-20,98.52,,3.73,0,4,0
USA,New York,L5,T27,Press,Bedsheet,2025-01-17,2025-01-19,2025-01-21,19.22,,4.47,0,4,0
Pakistan,Islamabad,L4,T96,Press,Curtain,2025-01-17,2025-01-18,2025-01-20,72.36,,1.19,0,4,0
UK,Manchester,L7,T88,Wash,Tablecloth,2025-01-17,2025-01-18,2025-01-19,76.93,151.0,3.48,0,4,0
UK,London,L6,T97,Dry-clean,Tablecloth,2025-01-17,2025-01-18,2025-01-19,36.48,145.0,4.93,0,4,0
USA,New York,L3,T95,Dry-clean,Curtain,2025-01-17,2025-01-18,2025-01-20,35.12,167.0,1.52,0,4,0
Pakistan,Karachi,L1,T43,Dry-clean,Towel,2025-01-17,2025-01-18,2025-01-19,93.58,252.0,1.2,0,4,0
Pakistan,Islamabad,L5,T63,Press,Tablecloth,2025-01-17,2025-01-19,2025-01-20,80.56,,2.27,0,4,0
USA,New York,L9,T9,Press,Towel,2025-01-17,2025-01-19,2025-01-21,18.28,,1.88,0,4,0
USA,Chicago,L6,T43,Wash,Towel,2025-01-17,2025-01-20,2025-01-22,99.7,292.0,4.92,0,4,0
USA,New York,L6,T58,Wash,Tablecloth,2025-01-17,2025-01-20,2025-01-21,96.3,274.0,4.54,0,4,0
UK,London,L7,T33,Dry-clean,Uniform,2025-01-17,2025-01-18,2025-01-20,56.29,230.0,2.78,0,4,0
USA,Los Angeles,L4,T42,Dry-clean,Bedsheet,2025-01-18,2025-01-19,2025-01-20,66.42,153.0,3.68,0,5,1
USA,Chicago,L7,T14,Wash,Curtain,2025-01-18,2025-01-21,2025-01-22,77.22,139.0,1.1,0,5,1
Pakistan,Karachi,L1,T12,Wash,Towel,2025-01-18,2025-01-20,2025-01-21,61.75,158.0,4.64,0,5,1
